gameid,home,homescore,away,awayscore,date
2.02E+11,Louisiana State,89,South Carolina,67,1/19/2019
2.02E+11,Eastern Kentucky,85,Southeast Missouri State,83,1/19/2019
2.02E+11,McNeese State,71,Southeastern Louisiana,74,1/19/2019
2.02E+11,Memphis,83,Southern Methodist,61,1/19/2019
2.02E+11,Old Dominion,76,Southern Mississippi,60,1/19/2019
2.02E+11,Butler,80,St. John's (NY),71,1/19/2019
2.02E+11,Washington State,66,Stanford,78,1/19/2019
2.02E+11,Incarnate Word,71,Stephen F. Austin,74,1/19/2019
2.02E+11,North Alabama,63,Stetson,62,1/19/2019
2.02E+11,Maine,61,Stony Brook,64,1/19/2019
2.02E+11,Morehead State,85,Tennessee-Martin,77,1/19/2019
2.02E+11,Belmont,92,Tennessee State,74,1/19/2019
2.02E+11,Jacksonville State,65,Tennessee Tech,48,1/19/2019
2.02E+11,Kansas State,65,Texas Christian,55,1/19/2019
2.02E+11,Middle Tennessee,75,Texas-El Paso,72,1/19/2019
2.02E+11,Seattle,62,Texas-Rio Grande Valley,67,1/19/2019
2.02E+11,Alabama-Birmingham,83,Texas-San Antonio,73,1/19/2019
2.02E+11,Delaware,63,Towson,64,1/19/2019
2.02E+11,Connecticut,87,Tulane,71,1/19/2019
2.02E+11,Central Florida,64,Tulsa,62,1/19/2019
2.02E+11,Southern California,80,UCLA,67,1/19/2019
2.02E+11,Virginia Military Institute,91,Western Carolina,83,1/19/2019
2.02E+11,Bowling Green State,79,Western Michigan,48,1/19/2019
2.02E+11,South Carolina Upstate,72,Winthrop,82,1/19/2019
2.02E+11,Cleveland State,66,Wright State,89,1/19/2019
2.02E+11,New Mexico,83,Wyoming,53,1/19/2019
2.02E+11,Brown,67,Yale,70,1/19/2019
2.02E+11,Boston College,87,Florida State,82,1/20/2019
2.02E+11,Marquette,79,Providence,68,1/20/2019
2.02E+11,Iowa,95,Illinois,71,1/20/2019
2.02E+11,Southern Illinois,54,Bradley,57,1/20/2019
2.02E+11,Utah,78,Colorado,69,1/20/2019
2.02E+11,George Washington,85,Duquesne,91,1/20/2019
2.02E+11,Monmouth,83,Iona,81,1/20/2019
2.02E+11,Drake,74,Missouri State,63,1/20/2019
2.02E+11,Denver,74,Oral Roberts,58,1/20/2019
2.02E+11,Omaha,75,South Dakota,68,1/20/2019
2.02E+11,Michigan State,69,Maryland,55,1/21/2019
2.02E+11,Kansas,80,Iowa State,76,1/21/2019
2.02E+11,North Carolina,103,Virginia Tech,82,1/21/2019
2.02E+11,Alcorn State,74,Arkansas-Pine Bluff,69,1/21/2019
2.02E+11,West Virginia,73,Baylor,85,1/21/2019
2.02E+11,North Carolina A&T,80,Coppin State,71,1/21/2019
2.02E+11,Georgetown,87,Creighton,91,1/21/2019
2.02E+11,Florida A&M,60,Delaware State,47,1/21/2019
2.02E+11,Prairie View,83,Grambling,66,1/21/2019
2.02E+11,Howard,71,Harvard,84,1/21/2019
2.02E+11,Texas Southern,75,Jackson State,65,1/21/2019
2.02E+11,Lipscomb,86,Kennesaw State,57,1/21/2019
2.02E+11,Manhattan,46,Marist,62,1/21/2019
2.02E+11,Western Kentucky,68,Marshall,59,1/21/2019
2.02E+11,Bethune-Cookman,89,Maryland-Eastern Shore,68,1/21/2019
2.02E+11,Southern,80,Mississippi Valley State,56,1/21/2019
2.02E+11,North Carolina Central,92,Morgan State,64,1/21/2019
2.02E+11,Fairleigh Dickinson,87,Mount St. Mary's,69,1/21/2019
2.02E+11,Rutgers,76,Nebraska,69,1/21/2019
2.02E+11,North Florida,72,NJIT,76,1/21/2019
2.02E+11,South Carolina State,69,Norfolk State,74,1/21/2019
2.02E+11,Liberty,72,North Alabama,47,1/21/2019
2.02E+11,Winthrop,66,North Carolina-Asheville,45,1/21/2019
2.02E+11,Idaho State,53,Northern Colorado,77,1/21/2019
2.02E+11,Charlotte,70,Old Dominion,76,1/21/2019
2.02E+11,South Carolina Upstate,59,Presbyterian,68,1/21/2019
2.02E+11,Longwood,59,Radford,72,1/21/2019
2.02E+11,Central Connecticut State,59,Robert Morris,70,1/21/2019
2.02E+11,Bryant,76,Saint Francis (PA),67,1/21/2019
2.02E+11,Long Island University,70,St. Francis (NY),79,1/21/2019
2.02E+11,Florida Gulf Coast,87,Stetson,65,1/21/2019
2.02E+11,Sacred Heart,62,Wagner,38,1/21/2019
2.02E+11,Pittsburgh,64,Duke,79,1/22/2019
2.02E+11,Virginia,68,Wake Forest,45,1/22/2019
2.02E+11,Michigan,59,Minnesota,57,1/22/2019
2.02E+11,Kentucky,76,Mississippi State,55,1/22/2019
2.02E+11,Northern Illinois,77,Buffalo,75,1/22/2019
2.02E+11,Kansas State,58,Texas Tech,45,1/22/2019
2.02E+11,South Carolina,80,Auburn,77,1/22/2019
2.02E+11,Butler,72,Villanova,80,1/22/2019
2.02E+11,Alabama,74,Mississippi,53,1/22/2019
2.02E+11,Air Force,74,Boise State,60,1/22/2019
2.02E+11,Eastern Michigan,67,Bowling Green State,80,1/22/2019
2.02E+11,Akron,70,Central Michigan,67,1/22/2019
2.02E+11,Florida State,77,Clemson,68,1/22/2019
2.02E+11,Northwestern,73,Indiana,66,1/22/2019
2.02E+11,Ball State,65,Miami (OH),71,1/22/2019
2.02E+11,Nevada-Las Vegas,74,New Mexico,58,1/22/2019
2.02E+11,Georgia Tech,63,Notre Dame,61,1/22/2019
2.02E+11,Niagara,72,Saint Peter's,74,1/22/2019
2.02E+11,Fresno State,66,San Diego State,62,1/22/2019
2.02E+11,Florida,81,Texas A&M,72,1/22/2019
2.02E+11,Kent State,87,Toledo,85,1/22/2019
2.02E+11,Ohio,81,Western Michigan,76,1/22/2019
2.02E+11,South Florida,54,Wichita State,41,1/22/2019
2.02E+11,Vanderbilt,83,Tennessee,88,1/23/2019
2.02E+11,Nevada,100,Colorado State,60,1/23/2019
2.02E+11,Marquette,79,DePaul,69,1/23/2019
2.02E+11,Houston,94,East Carolina,50,1/23/2019
2.02E+11,Louisiana State,92,Georgia,82,1/23/2019
2.02E+11,Stephen F. Austin,61,Abilene Christian,60,1/23/2019
2.02E+11,Boston University,66,American,70,1/23/2019
2.02E+11,Hawaii,74,UC-Irvine,75,1/23/2019
2.02E+11,Cal Poly,51,UC-Riverside,74,1/23/2019
2.02E+11,Tulane,50,Central Florida,75,1/23/2019
2.02E+11,Drake,78,Evansville,66,1/23/2019
2.02E+11,Florida Atlantic,74,Florida International,78,1/23/2019
2.02E+11,Dayton,63,George Mason,67,1/23/2019
2.02E+11,Davidson,73,George Washington,62,1/23/2019
2.02E+11,Army,76,Holy Cross,57,1/23/2019
2.02E+11,Bradley,85,Illinois State,68,1/23/2019
2.02E+11,Lamar,87,Incarnate Word,81,1/23/2019
2.02E+11,Fordham,71,La Salle,73,1/23/2019
2.02E+11,Colgate,57,Lafayette,47,1/23/2019
2.02E+11,Navy,74,Lehigh,85,1/23/2019
2.02E+11,Cal State Northridge,86,Long Beach State,71,1/23/2019
2.02E+11,Missouri State,70,Loyola (IL),35,1/23/2019
2.02E+11,Bucknell,71,Loyola (MD),68,1/23/2019
2.02E+11,Vermont,61,Maryland-Baltimore County,74,1/23/2019
2.02E+11,Binghamton,79,Massachusetts-Lowell,85,1/23/2019
2.02E+11,Arkansas,72,Missouri,60,1/23/2019
2.02E+11,Hartford,74,New Hampshire,39,1/23/2019
2.02E+11,Central Arkansas,76,New Orleans,71,1/23/2019
2.02E+11,Texas A&M-Corpus Christi,75,Nicholls State,73,1/23/2019
2.02E+11,Southern Illinois,70,Northern Iowa,62,1/23/2019
2.02E+11,Oklahoma State,61,Oklahoma,70,1/23/2019
2.02E+11,Xavier,62,Providence,64,1/23/2019
2.02E+11,Ohio State,67,Purdue,79,1/23/2019
2.02E+11,Saint Joseph's,74,Richmond,70,1/23/2019
2.02E+11,Duquesne,77,Saint Louis,73,1/23/2019
2.02E+11,Northwestern State,64,Sam Houston State,78,1/23/2019
2.02E+11,Wyoming,59,San Jose State,46,1/23/2019
2.02E+11,North Dakota,56,South Dakota,70,1/23/2019
2.02E+11,Houston Baptist,67,Southeastern Louisiana,70,1/23/2019
2.02E+11,Massachusetts,51,St. Bonaventure,65,1/23/2019
2.02E+11,Albany (NY),66,Stony Brook,67,1/23/2019
2.02E+11,Texas Christian,65,Texas,61,1/23/2019
2.02E+11,Indiana State,70,Valparaiso,53,1/23/2019
2.02E+11,Rhode Island,71,Virginia Commonwealth,65,1/23/2019
2.02E+11,Illinois,60,Wisconsin,72,1/23/2019
2.02E+11,Santa Clara,39,Gonzaga,98,1/24/2019
2.02E+11,Iowa,67,Michigan State,82,1/24/2019
2.02E+11,Louisville,84,North Carolina State,77,1/24/2019
2.02E+11,North Texas,49,Alabama-Birmingham,52,1/24/2019
2.02E+11,Arkansas State,82,Appalachian State,81,1/24/2019
2.02E+11,Southern California,80,Arizona,57,1/24/2019
2.02E+11,UCLA,73,Arizona State,84,1/24/2019
2.02E+11,Murray State,66,Belmont,79,1/24/2019
2.02E+11,California Baptist,84,Cal State Bakersfield,88,1/24/2019
2.02E+11,Cal State Fullerton,81,UC-Santa Barbara,60,1/24/2019
2.02E+11,Bryant,63,Central Connecticut State,60,1/24/2019
2.02E+11,Radford,86,Charleston Southern,78,1/24/2019
2.02E+11,Texas-San Antonio,88,Charlotte,43,1/24/2019
2.02E+11,Furman,73,Chattanooga,58,1/24/2019
2.02E+11,North Carolina-Greensboro,83,Citadel,60,1/24/2019
2.02E+11,Little Rock,71,Coastal Carolina,72,1/24/2019
2.02E+11,University of California,59,Colorado,68,1/24/2019
2.02E+11,Illinois-Chicago,79,Detroit Mercy,67,1/24/2019
2.02E+11,Tennessee-Martin,64,Eastern Illinois,66,1/24/2019
2.02E+11,Portland State,78,Eastern Washington,65,1/24/2019
2.02E+11,College of Charleston,72,Elon,53,1/24/2019
2.02E+11,Lipscomb,89,Florida Gulf Coast,81,1/24/2019
2.02E+11,Winthrop,97,Gardner-Webb,88,1/24/2019
2.02E+11,Northern Kentucky,87,Green Bay,65,1/24/2019
2.02E+11,Longwood,55,High Point,51,1/24/2019
2.02E+11,James Madison,68,Hofstra,85,1/24/2019
2.02E+11,Sacramento State,69,Idaho,48,1/24/2019
2.02E+11,Montana,80,Idaho State,69,1/24/2019
2.02E+11,North Florida,81,Jacksonville,86,1/24/2019
2.02E+11,Eastern Kentucky,88,Jacksonville State,70,1/24/2019
2.02E+11,North Alabama,76,Kennesaw State,71,1/24/2019
2.02E+11,Mount St. Mary's,74,Long Island University,72,1/24/2019
2.02E+11,San Diego,71,Loyola Marymount,58,1/24/2019
2.02E+11,Louisiana Tech,89,Marshall,80,1/24/2019
2.02E+11,Temple,85,Memphis,76,1/24/2019
2.02E+11,Syracuse,73,Miami (FL),53,1/24/2019
2.02E+11,Rice,79,Middle Tennessee,68,1/24/2019
2.02E+11,Wright State,56,Milwaukee,54,1/24/2019
2.02E+11,Canisius,80,Monmouth,66,1/24/2019
2.02E+11,Purdue-Fort Wayne,79,Omaha,85,1/24/2019
2.02E+11,Stetson,59,NJIT,82,1/24/2019
2.02E+11,South Dakota State,87,North Dakota State,69,1/24/2019
2.02E+11,Towson,75,Northeastern,72,1/24/2019
2.02E+11,IUPUI,73,Oakland,71,1/24/2019
2.02E+11,Texas-El Paso,48,Old Dominion,50,1/24/2019
2.02E+11,San Francisco,83,Portland,61,1/24/2019
2.02E+11,Campbell,77,Presbyterian,73,1/24/2019
2.02E+11,Robert Morris,72,Sacred Heart,64,1/24/2019
2.02E+11,Brigham Young,71,Saint Mary's (CA),66,1/24/2019
2.02E+11,Wofford,107,Samford,106,1/24/2019
2.02E+11,Chicago State,47,Seattle,75,1/24/2019
2.02E+11,Fairfield,48,Siena,57,1/24/2019
2.02E+11,Louisiana,88,South Alabama,84,1/24/2019
2.02E+11,Hampton,88,South Carolina Upstate,70,1/24/2019
2.02E+11,Southeast Missouri State,86,Southern Illinois-Edwardsville,87,1/24/2019
2.02E+11,Northern Colorado,79,Southern Utah,68,1/24/2019
2.02E+11,Fairleigh Dickinson,60,St. Francis (NY),58,1/24/2019
2.02E+11,Austin Peay,89,Tennessee State,74,1/24/2019
2.02E+11,Morehead State,67,Tennessee Tech,61,1/24/2019
2.02E+11,Georgia Southern,67,Texas-Arlington,72,1/24/2019
2.02E+11,Georgia State,68,Texas State,81,1/24/2019
2.02E+11,Louisiana-Monroe,75,Troy,69,1/24/2019
2.02E+11,Cincinnati,88,Tulsa,64,1/24/2019
2.02E+11,Stanford,66,Utah,70,1/24/2019
2.02E+11,Missouri-Kansas City,67,Utah Valley,75,1/24/2019
2.02E+11,Mercer,88,Virginia Military Institute,68,1/24/2019
2.02E+11,Saint Francis (PA),79,Wagner,83,1/24/2019
2.02E+11,Oregon,56,Washington,61,1/24/2019
2.02E+11,Oregon State,90,Washington State,77,1/24/2019
2.02E+11,Montana State,84,Weber State,93,1/24/2019
2.02E+11,Southern Mississippi,63,Western Kentucky,66,1/24/2019
2.02E+11,North Carolina-Wilmington,93,William & Mary,88,1/24/2019
2.02E+11,Indiana,46,Michigan,69,1/25/2019
2.02E+11,Kent State,79,Buffalo,88,1/25/2019
2.02E+11,Yale,79,Brown,71,1/25/2019
2.02E+11,Creighton,75,Butler,61,1/25/2019
2.02E+11,Marist,78,Quinnipiac,92,1/25/2019
2.02E+11,Iona,77,Rider,71,1/25/2019
2.02E+11,Tennessee,83,West Virginia,66,1/26/2019
2.02E+11,Duke,66,Georgia Tech,53,1/26/2019
2.02E+11,Notre Dame,55,Virginia,82,1/26/2019
2.02E+11,Kentucky,71,Kansas,63,1/26/2019
2.02E+11,Virginia Tech,78,Syracuse,56,1/26/2019
2.02E+11,Xavier,82,Marquette,87,1/26/2019
2.02E+11,Maryland,67,Illinois,78,1/26/2019
2.02E+11,Texas Tech,67,Arkansas,64,1/26/2019
2.02E+11,Mississippi State,92,Auburn,84,1/26/2019
2.02E+11,Mississippi,73,Iowa State,87,1/26/2019
2.02E+11,North Carolina State,69,Clemson,67,1/26/2019
2.02E+11,Louisville,66,Pittsburgh,51,1/26/2019
2.02E+11,Missouri,80,Louisiana State,86,1/26/2019
2.02E+11,San Jose State,71,Air Force,73,1/26/2019
2.02E+11,Baylor,73,Alabama,68,1/26/2019
2.02E+11,Rice,86,Alabama-Birmingham,89,1/26/2019
2.02E+11,Alabama State,74,Alcorn State,59,1/26/2019
2.02E+11,Little Rock,73,Appalachian State,77,1/26/2019
2.02E+11,UCLA,90,Arizona,69,1/26/2019
2.02E+11,Southern California,69,Arizona State,67,1/26/2019
2.02E+11,Lafayette,63,Army,69,1/26/2019
2.02E+11,Ohio,78,Ball State,74,1/26/2019
2.02E+11,Austin Peay,92,Belmont,96,1/26/2019
2.02E+11,Morgan State,77,Bethune-Cookman,71,1/26/2019
2.02E+11,Wake Forest,61,Boston College,65,1/26/2019
2.02E+11,Lehigh,94,Boston University,78,1/26/2019
2.02E+11,Miami (OH),67,Bowling Green State,53,1/26/2019
2.02E+11,Missouri State,55,Bradley,37,1/26/2019
2.02E+11,American,76,Bucknell,68,1/26/2019
2.02E+11,Cal Poly,63,Cal State Fullerton,80,1/26/2019
2.02E+11,Hawaii,80,UC-Davis,60,1/26/2019
2.02E+11,UC-Irvine,82,UC-Riverside,64,1/26/2019
2.02E+11,Long Beach State,71,UC-Santa Barbara,82,1/26/2019
2.02E+11,Hampton,64,Campbell,58,1/26/2019
2.02E+11,Abilene Christian,79,Central Arkansas,56,1/26/2019
2.02E+11,Toledo,76,Central Michigan,72,1/26/2019
2.02E+11,Texas-El Paso,57,Charlotte,53,1/26/2019
2.02E+11,Wofford,80,Chattanooga,69,1/26/2019
2.02E+11,Arkansas State,64,Coastal Carolina,77,1/26/2019
2.02E+11,Loyola (MD),79,Colgate,72,1/26/2019
2.02E+11,Stanford,75,Colorado,62,1/26/2019
2.02E+11,Columbia,73,Cornell,70,1/26/2019
